row_num	source_locale	key	english	main_chinese	source_chinese	status	review_note
181	SkillLoc\Combat\en.json	675e778f31dbe88e73a2e388 name	Small guns are still lethal	小枪一样致命	小枪一样致命	matches_source	Main mirror matches the manually reviewed source locale entry.
182	SkillLoc\Combat\en.json	675e778f31dbe88e73a2e388 successMT	Always remember: Switching to your sidearm is faster than reloading	记住：切换到副武器永远比换弹快。	记住：切换到副武器永远比换弹快。	matches_source	Main mirror matches the manually reviewed source locale entry.
183	SkillLoc\Combat\en.json	675e77a615100d390a15304a	Kill 5 enemies with pistols	使用手枪击杀 5 名敌人	使用手枪击杀 5 名敌人	matches_source	Main mirror matches the manually reviewed source locale entry.
184	SkillLoc\Combat\en.json	675e77e906c047fb4cf0e456 acceptMT	Hmmm... HP, or AP?	嗯……带 HP 还是 AP？	嗯……带 HP 还是 AP？	matches_source	Main mirror matches the manually reviewed source locale entry.
185	SkillLoc\Combat\en.json	675e77e906c047fb4cf0e456 description	Pistols aren't that great for killing, but they're great for softening up targets, crippling them, leaving then vulenrable for you to finish off later. That being said, any bullet to a head will do just fine. Let's try shooting head, thorax, and legs with these.	手枪拿来收人头不算强，但很适合先把目标打残、打瘸，给后续补刀做准备。当然，子弹打进头里照样好使。先拿它练练头部、胸腔和腿部吧。	手枪拿来收人头不算强，但很适合先把目标打残、打瘸，给后续补刀做准备。当然，子弹打进头里照样好使。先拿它练练头部、胸腔和腿部吧。	matches_source	Main mirror matches the manually reviewed source locale entry.
186	SkillLoc\Combat\en.json	675e77e906c047fb4cf0e456 name	Softening	先打残	先打残	matches_source	Main mirror matches the manually reviewed source locale entry.
187	SkillLoc\Combat\en.json	675e77e906c047fb4cf0e456 successMT	As you can see, no pistol is effective against medium-high armor, except maybe the 5-7 with the best ammo... but legs can't be armored, making them a great target. The exception to this rule is the Glock18C, which spits out bullets so ungodly fast that it just kinda works anyways. Watch the recoil!	看到了吧，面对中高等级护甲，几乎没有哪把手枪真能打得动，也许顶级弹的 5-7 勉强算一个……不过腿可穿不了护甲，所以那儿永远是好目标。这条规矩的例外是 Glock 18C，那东西泼子弹快得离谱，硬是也能打出效果。小心后坐力！	看到了吧，面对中高等级护甲，几乎没有哪把手枪真能打得动，也许顶级弹的 5-7 勉强算一个……不过腿可穿不了护甲，所以那儿永远是好目标。这条规矩的例外是 Glock 18C，那东西泼子弹快得离谱，硬是也能打出效果。小心后坐力！	matches_source	Main mirror matches the manually reviewed source locale entry.
188	SkillLoc\Combat\en.json	675e78667a9c44652a0905dd acceptMT	I own a musket for home defense, actually...	说起来，我还真有把火枪专门留着看家……	说起来，我还真有把火枪专门留着看家……	matches_source	Main mirror matches the manually reviewed source locale entry.
189	SkillLoc\Combat\en.json	675e78667a9c44652a0905dd description	You really shouldn't be using a pistol beyond close range. Pistols aren't designed for that. Really, they are a self defense weapon in CQB situations. Let's see if you can use it as intended.	手枪真不该拿去打远距离，它本来就不是干这个的。说到底，这就是 CQB 环境下的自卫武器。看看你会不会按它的本意来用。	手枪真不该拿去打远距离，它本来就不是干这个的。说到底，这就是 CQB 环境下的自卫武器。看看你会不会按它的本意来用。	matches_source	Main mirror matches the manually reviewed source locale entry.
190	SkillLoc\Combat\en.json	675e78667a9c44652a0905dd name	Self-defense	自卫	自卫	matches_source	Main mirror matches the manually reviewed source locale entry.
191	SkillLoc\Combat\en.json	675e78667a9c44652a0905dd successMT	Works pretty well up close, right? To be fair, almost anything does... Oh well.	贴脸挺好用吧？说实话，这距离下几乎什么都好用……算了。	贴脸挺好用吧？说实话，这距离下几乎什么都好用……算了。	matches_source	Main mirror matches the manually reviewed source locale entry.
192	SkillLoc\Combat\en.json	675e7879a70418a31c0b3b53	Land 10 headshots with pistols	使用手枪爆头 10 次	使用手枪爆头 10 次	matches_source	Main mirror matches the manually reviewed source locale entry.
193	SkillLoc\Combat\en.json	675e787f3100dc852910c2aa	Land 40W thorax shots with pistols	使用手枪命中胸腔 40 次	使用手枪命中胸腔 40 次	matches_source	Main mirror matches the manually reviewed source locale entry.
194	SkillLoc\Combat\en.json	675e7893702380ab8efac47d	Land 50 leg shots with pistols	使用手枪命中腿部 50 次	使用手枪命中腿部 50 次	matches_source	Main mirror matches the manually reviewed source locale entry.
195	SkillLoc\Combat\en.json	675e78bab4c40de05cc0c7c3 acceptMT	Good thing he doesn't wear armor.	好在他不穿护甲。	好在他不穿护甲。	matches_source	Main mirror matches the manually reviewed source locale entry.
196	SkillLoc\Combat\en.json	675e78bab4c40de05cc0c7c3 description	There's no boss in Tarkov that 'uses' a pistol, but there is a boss that has one. A golden one, in fact. Show him that the pistol is better without the greed infused into it, will you?	塔科夫没有哪个首领是靠手枪吃饭的，但确实有个首领身上带着一把。还是金的。让他见识见识，没有贪欲加持的手枪反而更好使，怎么样？	塔科夫没有哪个首领是靠手枪吃饭的，但确实有个首领身上带着一把。还是金的。让他见识见识，没有贪欲加持的手枪反而更好使，怎么样？	matches_source	Main mirror matches the manually reviewed source locale entry.
197	SkillLoc\Combat\en.json	675e78bab4c40de05cc0c7c3 name	Vanity	虚荣心	虚荣心	matches_source	Main mirror matches the manually reviewed source locale entry.
198	SkillLoc\Combat\en.json	675e78bab4c40de05cc0c7c3 successMT	Well done! I think Jaeger will want that golden pistol, if you grabbed it.	干得漂亮！要是你把那把金手枪带出来了，我看 Jaeger 会想要的。	干得漂亮！要是你把那把金手枪带出来了，我看 Jaeger 会想要的。	matches_source	Main mirror matches the manually reviewed source locale entry.
199	SkillLoc\Combat\en.json	675e78d95c7cb9c1a1d269b3	Kill Reshala with the TT (cannot be the Gold varient)	使用 TT 击杀 Reshala（不能是金色版本）	使用 TT 击杀 Reshala（不能是金色版本）	matches_source	Main mirror matches the manually reviewed source locale entry.
200	SkillLoc\Combat\en.json	675e7975aa916302e1a4d7db acceptMT	I sure hope I find PMCs without helmets, because some of these pistols are gonna suck to use...	我只希望碰上的 PMC 都别戴头盔，这里面有些手枪用起来可太折磨了……	我只希望碰上的 PMC 都别戴头盔，这里面有些手枪用起来可太折磨了……	matches_source	Main mirror matches the manually reviewed source locale entry.
201	SkillLoc\Combat\en.json	675e7975aa916302e1a4d7db description	Ooooo, so you still want to improve your pistol skill??? Sounds good to me. How about 5 with each one? Little less than the others, being a sidearm and all that. ...Eh, group all those semi-auto 9x19s together. Use them at point-blank instead.	哦？你还想继续精进手枪技术？？？正合我意。那就每把来 5 个，毕竟只是副武器，要求比别的少一点。……算了，那些半自动 9x19 手枪就并成一组吧，贴脸用。	哦？你还想继续精进手枪技术？？？正合我意。那就每把来 5 个，毕竟只是副武器，要求比别的少一点。……算了，那些半自动 9x19 手枪就并成一组吧，贴脸用。	matches_source	Main mirror matches the manually reviewed source locale entry.
202	SkillLoc\Combat\en.json	675e7975aa916302e1a4d7db name	Master of firearms: Pistols	枪械精通：手枪	枪械精通：手枪	matches_source	Main mirror matches the manually reviewed source locale entry.
203	SkillLoc\Combat\en.json	675e7975aa916302e1a4d7db successMT	Very well done!! Your ability with pistols is unlike any other. And you even got one with the toy gun? How on earth did you manage that?	干得非常漂亮！！你用手枪的本事已经无人能比了。你居然连那把玩具枪都杀到一个？你到底怎么做到的？	干得非常漂亮！！你用手枪的本事已经无人能比了。你居然连那把玩具枪都杀到一个？你到底怎么做到的？	matches_source	Main mirror matches the manually reviewed source locale entry.
204	SkillLoc\Combat\en.json	675e79af4a3c26946af52845	Kill 5 PMCs with the APB or APS	使用 APB 或 APS 击杀 5 名 PMC	使用 APB 或 APS 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
205	SkillLoc\Combat\en.json	675e79c05251f541d2aee81c	Kill 5 PMCs with the 5-7	使用 5-7 击杀 5 名 PMC	使用 5-7 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
206	SkillLoc\Combat\en.json	675e79cb51378e274f00639c	Kill 15 PMCs with semi-auto 9x19 pistols	使用半自动 9x19 手枪击杀 15 名 PMC	使用半自动 9x19 手枪击杀 15 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
207	SkillLoc\Combat\en.json	675e79d950bde8e6365fd5b7	Kill 5 PMCs with the Glock 18C	使用 Glock 18C 击杀 5 名 PMC	使用 Glock 18C 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
208	SkillLoc\Combat\en.json	675e7a2626da095b26983aee	Kill 5 PMCs with the M1911A1	使用 M1911A1 击杀 5 名 PMC	使用 M1911A1 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
209	SkillLoc\Combat\en.json	675e7a33fa2f774500af9b96	Kill 5 PMCs with the M45A1	使用 M45A1 击杀 5 名 PMC	使用 M45A1 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
210	SkillLoc\Combat\en.json	675e7a68a2b8f1f12e378dfa	Kill 5 PMCs with the PB	使用 PB 击杀 5 名 PMC	使用 PB 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
211	SkillLoc\Combat\en.json	675e7a813c3bd7e200df0416	Kill 5 PMCs with the PM or PM (t)	使用 PM 或 PM (t) 击杀 5 名 PMC	使用 PM 或 PM (t) 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
212	SkillLoc\Combat\en.json	675e7a8d12ab20c3a7e0a8c2	Kill 5 PMCs with the SR-1MP	使用 SR-1MP 击杀 5 名 PMC	使用 SR-1MP 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
213	SkillLoc\Combat\en.json	675e7a9a4923964fc4c384b0	Kill 5 PMCs with the TT (either one)	使用任意 TT 击杀 5 名 PMC	使用任意 TT 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
214	SkillLoc\Combat\en.json	675e7aa527806947f37fefde	Kill 5 PMCs with the USP.45	使用 USP.45 击杀 5 名 PMC	使用 USP.45 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
215	SkillLoc\Combat\en.json	675e7ab4534808a02aa95e7d	Kill an enemy with the Blicky (Might wanna hurt them first...)	使用 Blicky 击杀 1 名敌人（最好先把他打残……）	使用 Blicky 击杀 1 名敌人（最好先把他打残……）	matches_source	Main mirror matches the manually reviewed source locale entry.
216	SkillLoc\Combat\en.json	675e7af693d419045e26ae40	Kill 5 PMCs with the .357 Desert Eagle	使用 .357 Desert Eagle 击杀 5 名 PMC	使用 .357 Desert Eagle 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
217	SkillLoc\Combat\en.json	675e7b13e4707b7ecde7c8fe	Kill 5 PMCs with a .50 AE Desert Eagle	使用 .50 AE Desert Eagle 击杀 5 名 PMC	使用 .50 AE Desert Eagle 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
218	SkillLoc\Combat\en.json	675e7bb9a29a9242665cb6de acceptMT	on his hip	就挂在腰间。	就挂在腰间。	matches_source	Main mirror matches the manually reviewed source locale entry.
219	SkillLoc\Combat\en.json	675e7bb9a29a9242665cb6de description	Revolvers are an interesting weapon for sure. They're the size of a pistol, but most pack the punch of a sniper rifle. The cost is, well, literal monetary cost, as well as recoil and ammo capacity. Every shot counts here!	左轮手枪确实是种有意思的武器。体积和手枪差不多，但大多数都有接近狙击步枪的威力。代价嘛，不只是价签上的价格，还有后坐力和弹容量。这里每一发都得算数！	左轮手枪确实是种有意思的武器。体积和手枪差不多，但大多数都有接近狙击步枪的威力。代价嘛，不只是价签上的价格，还有后坐力和弹容量。这里每一发都得算数！	matches_source	Main mirror matches the manually reviewed source locale entry.
220	SkillLoc\Combat\en.json	675e7bb9a29a9242665cb6de name	Big iron	大铁炮	大铁炮	matches_source	Main mirror matches the manually reviewed source locale entry.
221	SkillLoc\Combat\en.json	675e7bb9a29a9242665cb6de successMT	Nice aim! Make sure you're hitting important places, not much worth in shooting the arms here or legs here.	枪法不错！记得瞄准要害，打手打腿在这活儿上可没多大意义。	枪法不错！记得瞄准要害，打手打腿在这活儿上可没多大意义。	matches_source	Main mirror matches the manually reviewed source locale entry.
222	SkillLoc\Combat\en.json	675e7c015ee255313925c564	Kill 10 enemies with a revolver	使用左轮手枪击杀 10 名敌人	使用左轮手枪击杀 10 名敌人	matches_source	Main mirror matches the manually reviewed source locale entry.
223	SkillLoc\Combat\en.json	675e7c28ab10a437be2f8c7b acceptMT	Happy to take him out, actually	说真的，我还挺乐意收拾掉他的。	说真的，我还挺乐意收拾掉他的。	matches_source	Main mirror matches the manually reviewed source locale entry.
224	SkillLoc\Combat\en.json	675e7c28ab10a437be2f8c7b description	Due to low ammo capacity, you really have to hit important stuff with revolvers. You should only be aiming for the head and thorax, you don't have enough ammo to kill quickly through the flesh, even with specialized ammo.	左轮手枪装弹量低，所以你真得打中要害。目标只该是头部和胸腔。就算用了专门的弹药，你也没有足够的子弹靠打肉慢慢磨死目标。	左轮手枪装弹量低，所以你真得打中要害。目标只该是头部和胸腔。就算用了专门的弹药，你也没有足够的子弹靠打肉慢慢磨死目标。	matches_source	Main mirror matches the manually reviewed source locale entry.
225	SkillLoc\Combat\en.json	675e7c28ab10a437be2f8c7b name	Between the eyes (and the lungs)	正中眉心（还有胸腔）	正中眉心（还有胸腔）	matches_source	Main mirror matches the manually reviewed source locale entry.
226	SkillLoc\Combat\en.json	675e7c28ab10a437be2f8c7b successMT	Yep, that's about it. See ya.	对，大概就是这样。回见。	对，大概就是这样。回见。	matches_source	Main mirror matches the manually reviewed source locale entry.
227	SkillLoc\Combat\en.json	675e7c49a5a7bac8f9c84aab	Kill Gluhar with the Rsh-12	使用 RSh-12 击杀 Gluhar	使用 RSh-12 击杀 Gluhar	matches_source	Main mirror matches the manually reviewed source locale entry.
228	SkillLoc\Combat\en.json	675e7c632c112b09b8ca85b8 acceptMT	Hurray, a somewhat fun quest!	总算来了个还算有点意思的任务。	总算来了个还算有点意思的任务。	matches_source	Main mirror matches the manually reviewed source locale entry.
229	SkillLoc\Combat\en.json	675e7c632c112b09b8ca85b8 description	You know those old western movies where they just take the revolver right out of the holster and fire without hardly aiming. Yeah, it's kinda cool, kinda silly. But 'point firing' is actually a very useful thing. Revolvers seem like a good thing to practice with! ...Hey, speaking of cowboy movies...	你知道那些老西部片吧，左轮刚从枪套里拔出来，几乎不瞄就直接开火。挺帅，也挺傻。不过“腰射”这东西其实很有用。左轮看起来正适合拿来练手！……嘿，说到牛仔电影……	你知道那些老西部片吧，左轮刚从枪套里拔出来，几乎不瞄就直接开火。挺帅，也挺傻。不过“腰射”这东西其实很有用。左轮看起来正适合拿来练手！……嘿，说到牛仔电影……	matches_source	Main mirror matches the manually reviewed source locale entry.
230	SkillLoc\Combat\en.json	675e7c632c112b09b8ca85b8 name	Aiming? What for?	瞄准？何必呢？	瞄准？何必呢？	matches_source	Main mirror matches the manually reviewed source locale entry.
231	SkillLoc\Combat\en.json	675e7c632c112b09b8ca85b8 successMT	It's highhhhh noon. Actually, it's probably midnight. You're playing Tarkov, admit it.	正午时分到了啊啊啊。其实多半是半夜。你在玩塔科夫，承认吧。	正午时分到了啊啊啊。其实多半是半夜。你在玩塔科夫，承认吧。	matches_source	Main mirror matches the manually reviewed source locale entry.
232	SkillLoc\Combat\en.json	675e7d18c08a62a84029114b	Land 15 headshots with revolvers	使用左轮手枪命中头部 15 次	使用左轮手枪命中头部 15 次	matches_source	Main mirror matches the manually reviewed source locale entry.
233	SkillLoc\Combat\en.json	675e7d2653fa765860752ea0	Land 30 thorax shots with revolvers	使用左轮手枪命中胸腔 30 次	使用左轮手枪命中胸腔 30 次	matches_source	Main mirror matches the manually reviewed source locale entry.
234	SkillLoc\Combat\en.json	675e7d3553464ec26df97607 acceptMT	Happy to take him out, actually	说真的，我还挺乐意收拾掉他的。	说真的，我还挺乐意收拾掉他的。	matches_source	Main mirror matches the manually reviewed source locale entry.
235	SkillLoc\Combat\en.json	675e7d3553464ec26df97607 description	You know the military reserve base, correct? There's this squad of guys that acts like they own the place, it's kind of annoying. Put a round through him, make sure he remembers it when he respawns.	你知道储备站吧？那儿有支小队，真把那地方当自己家了，挺烦人的。给他们老大来上一枪，让他下次重生的时候还记得你。	你知道储备站吧？那儿有支小队，真把那地方当自己家了，挺烦人的。给他们老大来上一枪，让他下次重生的时候还记得你。	matches_source	Main mirror matches the manually reviewed source locale entry.
236	SkillLoc\Combat\en.json	675e7d3553464ec26df97607 name	Reserved for him	给他留的一发	给他留的一发	matches_source	Main mirror matches the manually reviewed source locale entry.
237	SkillLoc\Combat\en.json	675e7d3553464ec26df97607 successMT	Well done! He'll be keeping an eye out for you from now on, that's for sure.	干得好！他以后肯定会盯着你不放，这点没跑了。	干得好！他以后肯定会盯着你不放，这点没跑了。	matches_source	Main mirror matches the manually reviewed source locale entry.
238	SkillLoc\Combat\en.json	675e7d991baa549533f01457	Kill 10 enemies with revolvers while wearing the Kinda Cowboy hat	佩戴 Kinda Cowboy 帽时，使用左轮手枪击杀 10 名敌人	佩戴 Kinda Cowboy 帽时，使用左轮手枪击杀 10 名敌人	matches_source	Main mirror matches the manually reviewed source locale entry.
239	SkillLoc\Combat\en.json	675e7db469cbd38e5f4c0c16 acceptMT	This makes the third quest in Tarkov that requires cowboy hats. Interesting.	这已经是塔科夫里第三个要戴牛仔帽的任务了。有点意思。	这已经是塔科夫里第三个要戴牛仔帽的任务了。有点意思。	matches_source	Main mirror matches the manually reviewed source locale entry.
240	SkillLoc\Combat\en.json	675e7db469cbd38e5f4c0c16 description	This likely isn't your first T5 weapon challenge, so I'll spare you the details. I'm gonna let you off easy on the 200ds here, but to make up for it, I expect very high kill counts for the RSh-12, got it?	这大概不是你第一次做 T5 武器挑战了，细节我就不赘述了。CR 200DS 这次我放你一马，但作为补偿，RSh-12 的击杀数我可要得很高，明白吗？	这大概不是你第一次做 T5 武器挑战了，细节我就不赘述了。CR 200DS 这次我放你一马，但作为补偿，RSh-12 的击杀数我可要得很高，明白吗？	matches_source	Main mirror matches the manually reviewed source locale entry.
241	SkillLoc\Combat\en.json	675e7db469cbd38e5f4c0c16 name	Master of firearms: Revolvers	枪械精通：左轮手枪	枪械精通：左轮手枪	matches_source	Main mirror matches the manually reviewed source locale entry.
242	SkillLoc\Combat\en.json	675e7db469cbd38e5f4c0c16 successMT	Master of the sidearms! Great job.	副武器大师！干得漂亮。	副武器大师！干得漂亮。	matches_source	Main mirror matches the manually reviewed source locale entry.
243	SkillLoc\Combat\en.json	675e7dca28b829a57b4eba6e	Kill 5 PMCs with the CR 200DS	使用 CR 200DS 击杀 5 名 PMC	使用 CR 200DS 击杀 5 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
244	SkillLoc\Combat\en.json	675e7dddf1843ed9d668c576	Kill 10 PMCs with the CR 50DS	使用 CR 50DS 击杀 10 名 PMC	使用 CR 50DS 击杀 10 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
245	SkillLoc\Combat\en.json	675e7deaf1c44de99195b448	Kill 30 PMCs with the RSh-12	使用 RSh-12 击杀 30 名 PMC	使用 RSh-12 击杀 30 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
246	SkillLoc\Combat\en.json	675f10ec444183edfe380e00 acceptMT	One of the more satisfying weapon catagories	这是最解压的武器类别之一。	这是最解压的武器类别之一。	matches_source	Main mirror matches the manually reviewed source locale entry.
247	SkillLoc\Combat\en.json	675f10ec444183edfe380e00 description	Despite how big Tarkov is, there's still plenty of buildings and other small areas. If you want to dominate CQC, shotguns are the way to go. Slugs, buckshots, flechettes, plenty of ammo choices, all extremely deadly. Don't forget that you're locked in single fire!	塔科夫虽然很大，但建筑和狭小区域还是很多。想统治近距离战斗，霰弹枪就是正解。独头弹、霰弹、箭镞弹，弹药选择多，而且都很致命。别忘了，这东西通常只能一发一发地打！	塔科夫虽然很大，但建筑和狭小区域还是很多。想统治近距离战斗，霰弹枪就是正解。独头弹、霰弹、箭镞弹，弹药选择多，而且都很致命。别忘了，这东西通常只能一发一发地打！	matches_source	Main mirror matches the manually reviewed source locale entry.
248	SkillLoc\Combat\en.json	675f10ec444183edfe380e00 name	Pump it up	拉泵开打	拉泵开打	matches_source	Main mirror matches the manually reviewed source locale entry.
249	SkillLoc\Combat\en.json	675f10ec444183edfe380e00 successMT	Do you prefer pump actions or semi-autos? Pump action is more satisfying, but semi-auto is more effective.	你更喜欢泵动式还是半自动？泵动更带劲，但半自动更有效。	你更喜欢泵动式还是半自动？泵动更带劲，但半自动更有效。	matches_source	Main mirror matches the manually reviewed source locale entry.
250	SkillLoc\Combat\en.json	675f1100da2d5f7c8256f68a	Kill 15 enemies with shotguns	使用霰弹枪击杀 15 名敌人	使用霰弹枪击杀 15 名敌人	matches_source	Main mirror matches the manually reviewed source locale entry.
251	SkillLoc\Combat\en.json	675f1123a9ae958e9716e16e acceptMT	Gonna shred some folks	准备把人打成筛子。	准备把人打成筛子。	matches_source	Main mirror matches the manually reviewed source locale entry.
252	SkillLoc\Combat\en.json	675f1123a9ae958e9716e16e description	Shotguns are great because just about everywhere you can shoot will be effective one way or another. Legs will chew through quickly, but plenty of ammo will also get through any armor just by breaking it down. The only real 'bad' place to shoot is the arms, it just doens't do enough damage. Practice shooting everywhere but the arms (you'll probably hit the arms anyways, going for thorax)	霰弹枪的好处在于，基本打哪儿都有效。打腿能很快啃掉血量，大量弹丸也能靠持续削甲穿过任何护甲。唯一真正不该打的地方就是手臂，伤害实在不够。练练除了手臂以外的部位吧（不过你瞄胸的时候多半还是会打到手臂）。	霰弹枪的好处在于，基本打哪儿都有效。打腿能很快啃掉血量，大量弹丸也能靠持续削甲穿过任何护甲。唯一真正不该打的地方就是手臂，伤害实在不够。练练除了手臂以外的部位吧（不过你瞄胸的时候多半还是会打到手臂）。	matches_source	Main mirror matches the manually reviewed source locale entry.
253	SkillLoc\Combat\en.json	675f1123a9ae958e9716e16e name	Shoot 'em everywhere (but the arms)	哪儿都能打（除了手臂）	哪儿都能打（除了手臂）	matches_source	Main mirror matches the manually reviewed source locale entry.
254	SkillLoc\Combat\en.json	675f1123a9ae958e9716e16e successMT	Shotguns are deadly, aren't they? They're vicious, even at medium ranges. Keep aiming in that middle third, and you'll be all good.	霰弹枪够狠吧？中距离都照样凶。继续瞄着中间那一带打，你就没问题。	霰弹枪够狠吧？中距离都照样凶。继续瞄着中间那一带打，你就没问题。	matches_source	Main mirror matches the manually reviewed source locale entry.
255	SkillLoc\Combat\en.json	675f11395703e3a9f9b2b2c8	Kill Tagilla with the Saiga-12	使用 Saiga-12 击杀 Tagilla	使用 Saiga-12 击杀 Tagilla	matches_source	Main mirror matches the manually reviewed source locale entry.
256	SkillLoc\Combat\en.json	675f116b93022a000de71964 acceptMT	Those poor plates.	那些可怜的护甲板。	那些可怜的护甲板。	matches_source	Main mirror matches the manually reviewed source locale entry.
257	SkillLoc\Combat\en.json	675f116b93022a000de71964 description	Shotguns are great because just about everywhere you can shoot will be effective one way or another. Legs will chew through quickly, but plenty of ammo will also get through any armor just by breaking it down. The only real 'bad' place to shoot is the arms, it just doens't do enough damage. Practice shooting everywhere but the arms (you'll probably hit the arms anyways, going for thorax)	霰弹枪的好处在于，基本打哪儿都有效。打腿能很快啃掉血量，大量弹丸也能靠持续削甲穿过任何护甲。唯一真正不该打的地方就是手臂，伤害实在不够。练练除了手臂以外的部位吧（不过你瞄胸的时候多半还是会打到手臂）。	霰弹枪的好处在于，基本打哪儿都有效。打腿能很快啃掉血量，大量弹丸也能靠持续削甲穿过任何护甲。唯一真正不该打的地方就是手臂，伤害实在不够。练练除了手臂以外的部位吧（不过你瞄胸的时候多半还是会打到手臂）。	matches_source	Main mirror matches the manually reviewed source locale entry.
258	SkillLoc\Combat\en.json	675f116b93022a000de71964 name	The grinder	绞肉机	绞肉机	matches_source	Main mirror matches the manually reviewed source locale entry.
259	SkillLoc\Combat\en.json	675f116b93022a000de71964 successMT	Nicely done! Most slugs aren't too effective against armour, but some buckshot and especially the flechette rounds just disentegrate it.	干得漂亮！大多数独头弹对护甲不算高效，但有些霰弹，尤其是箭镞弹，拆甲速度快得离谱。	干得漂亮！大多数独头弹对护甲不算高效，但有些霰弹，尤其是箭镞弹，拆甲速度快得离谱。	matches_source	Main mirror matches the manually reviewed source locale entry.
260	SkillLoc\Combat\en.json	675f118c5a997eaef5bd92e7	Land 15 headshots with shotguns	使用霰弹枪命中头部 15 次	使用霰弹枪命中头部 15 次	matches_source	Main mirror matches the manually reviewed source locale entry.
261	SkillLoc\Combat\en.json	675f119efe49c83b17eea1e7	Land 150 thorax or stomach shots with shotguns (each pellet counts!)	使用霰弹枪命中胸腔或胃部 150 次（每颗弹丸单独计算！）	使用霰弹枪命中胸腔或胃部 150 次（每颗弹丸单独计算！）	matches_source	Main mirror matches the manually reviewed source locale entry.
262	SkillLoc\Combat\en.json	675f11ac79f75c0698367f65	Land 300 leg shots with shotguns (each pellet counts!)	使用霰弹枪命中腿部 300 次（每颗弹丸单独计算！）	使用霰弹枪命中腿部 300 次（每颗弹丸单独计算！）	matches_source	Main mirror matches the manually reviewed source locale entry.
263	SkillLoc\Combat\en.json	675f11c1f4909a5a85d61000 acceptMT	That's a lot of health to chew through with a shotgun...	拿霰弹枪去啃那一大条血量啊……	拿霰弹枪去啃那一大条血量啊……	matches_source	Main mirror matches the manually reviewed source locale entry.
264	SkillLoc\Combat\en.json	675f11c1f4909a5a85d61000 description	That factory is quite the death trap, isn't it? Nowhere to hide, all close quarters, and the boss there is an absolute menace with his Saiga-12.    ...hmm... what if you became the boss of factory?	那座工厂简直是个绞肉机，不是吗？没地方躲，全是近距离战斗，而且那里的老大拿着 Saiga-12 简直凶得离谱。……嗯……要不你来当工厂的老大？	那座工厂简直是个绞肉机，不是吗？没地方躲，全是近距离战斗，而且那里的老大拿着 Saiga-12 简直凶得离谱。……嗯……要不你来当工厂的老大？	matches_source	Main mirror matches the manually reviewed source locale entry.
265	SkillLoc\Combat\en.json	675f11c1f4909a5a85d61000 name	Bringing the facility back online	让工厂重新运转	让工厂重新运转	matches_source	Main mirror matches the manually reviewed source locale entry.
266	SkillLoc\Combat\en.json	675f11c1f4909a5a85d61000 successMT	You da real boss now! Good stuff, man. Own that factory	现在你才是真老大！干得漂亮，把那座工厂拿下。	现在你才是真老大！干得漂亮，把那座工厂拿下。	matches_source	Main mirror matches the manually reviewed source locale entry.
267	SkillLoc\Combat\en.json	675f1210b9608eaeb3b06cf2 acceptMT	155 with the 155... oh, I have to use all of them? Oh well.	153 和 155 算一起……等等，我得把所有的都用一遍？行吧。	153 和 155 算一起……等等，我得把所有的都用一遍？行吧。	matches_source	Main mirror matches the manually reviewed source locale entry.
268	SkillLoc\Combat\en.json	675f1210b9608eaeb3b06cf2 description	Alright, you know what to do. Every shotgun. Paint the world red. Let's get 15 with each, alright? Hmm... You can combine the 153 and 155, I don't mind. And just get 5 on the toz. Shred some armour for me in the meantime! Watching numbers go up is fun, for some reason.	好，你知道该干什么。每一把霰弹枪都得上。把世界染红。每把给我打 15 个，行吧？嗯……153 和 155 可以合并算，我不介意。TOZ 打 5 个就行。顺手再帮我拆点甲！看着数字往上涨，不知怎么就挺开心的。	好，你知道该干什么。每一把霰弹枪都得上。把世界染红。每把给我打 15 个，行吧？嗯……153 和 155 可以合并算，我不介意。TOZ 打 5 个就行。顺手再帮我拆点甲！看着数字往上涨，不知怎么就挺开心的。	matches_source	Main mirror matches the manually reviewed source locale entry.
269	SkillLoc\Combat\en.json	675f1210b9608eaeb3b06cf2 name	Master of firearms: Shotguns	枪械精通：霰弹枪	枪械精通：霰弹枪	matches_source	Main mirror matches the manually reviewed source locale entry.
